,Year,Date,District,Address,Building,Cause
3897,2003,04-25,Tsuen Wan,,,
3898,2003,04-24,Shatin,,,
3899,2003,04-23,Ngau Tau Kok,,,
3900,2003,04-22,North Point,,,
3901,2003,04-22,Kwun Tong,,,
3902,2003,04-22,Tseung Kwan O,,,
3903,2003,04-21,Aberdeen,,,
3904,2003,04-21,Wong Tai Sin,,,
3905,2003,04-17,Fanling,,,
3906,2003,04-16,Fanling,,,
3907,2003,04-09,Quarry Bay,,,
3908,2003,04-09,Tuen Mun,,,
3909,2003,04-05,Cheung Sha Wan,,,
3910,2003,04-05,Wong Tai Sin,,,
3911,2003,04-04,Tuen Mun,,,
3912,2003,04-02,Kwun Tong,,,
3913,2003,03-31,Cheung Sha Wan,,,
3914,2003,03-31,Wong Tai Sin,,,
3915,2003,03-31,Ma On Shan,,,
3916,2003,03-27,Causeway Bay,,,
3917,2003,03-27,Lantau Island,,,
3918,2003,03-26,Ma On Shan,,,
3919,2003,03-24,Sham Shui Po,,,
3920,2003,03-20,Lam Tin,,,
3921,2003,03-19,Yau Ma Tei,,,
3922,2003,03-18,Sham Shui Po,,,
3923,2003,03-16,Tuen Mun,,,
3924,2003,03-13,Shek Kip Mei,,,
3925,2003,03-12,Aberdeen,,,
3926,2003,03-11,Shek Kip Mei,,,
3927,2003,03-10,Tsuen Wan,,,
3928,2003,03-09,Sai Wan Ho,,,
3929,2003,03-09,Shatin,,,
3930,2003,03-08,Sai Wan,,,
3931,2003,03-08,Sai Wan,,,
3932,2003,03-07,Shatin,,,
3933,2003,03-06,Tai Tam,,,
3934,2003,03-04,Tseung Kwan O,,,
3935,2003,03-01,Tuen Mun,,,
3936,2003,02-28,Taikoo Shing,,,
3937,2003,02-28,Kwai Chung,,,
3938,2003,02-27,Lam Tin,,,
3939,2003,02-25,Tin Shui Wai,,,
3940,2003,02-22,Wong Tai Sin,"15/F Luen Wo Apartment 308, Electric Road",Luen Wo Apartment,Old female jumped off the building due to health problem
3941,2003,02-17,Wong Tai Sin,,,
3942,2003,02-15,Tsuen Wan,,,
3943,2003,02-15,Tin Shui Wai,,,
3944,2003,02-11,Tuen Mun,,,
3945,2003,02-11,Tin Shui Wai,,,
3946,2003,02-09,Tseung Kwan O,,,
3947,2003,02-08,Kwun Tong,,,
3948,2003,02-06,Mei Foo,,,
3949,2003,02-06,Kowloon City,,,
3950,2003,02-05,To Kwa Wan,,,
3951,2003,02-04,Tseung Kwan O,,,
3952,2003,02-02,Aberdeen,,,
3953,2003,02-02,Hung Hom,,,
3954,2003,02-01,Kwun Tong,,,
3955,2003,02-01,Tsuen Wan,,,
3956,2003,01-21,Sai Wan Ho,,,
3957,2003,01-19,Siu Sai Wan,,,
3958,2003,01-18,Lam Tin,,,
3959,2003,01-15,Tuen Mun,,,
3960,2003,01-14,Tuen Mun,,,
3961,2003,01-14,Tuen Mun,,,
3962,2003,01-10,Tuen Mun,,,
3963,2003,01-08,Diamond Hill,,,
3964,2003,01-06,Tin Shui Wai,,,
3965,2003,01-05,Shatin,,,
3966,2003,01-05,Tai Wo,,,
3967,2003,01-04,Tai Kok Tsui,,,
3968,2003,01-04,Tuen Mun,,,
3969,2003,01-03,Sham Shui Po,,,
3970,2003,01-03,Yuen Long,,,
3971,2003,01-02,Kennedy Town,,,
3972,2003,01-02,Shek Kip Mei,,,
3973,2003,01-01,Kwun Tong,Flat D Tower 6 Harbour Green Hoi Fai Road,Harbour Green,Female burnt charcoal
3974,2002,12-30,Kwai Chung,,,
3975,2002,12-27,Tai Kok Tsui,,,
3976,2002,12-27,Tsz Wan Shan,,,
3977,2002,12-27,Wong Tai Sin,,,
3978,2002,12-27,Lam Tin,,,
3979,2002,12-26,Tuen Mun,,,
3980,2002,12-25,Kwun Tong,,,
3981,2002,12-25,Tin Shui Wai,,,
3982,2002,12-24,Kowloon Bay,,,
3983,2002,12-23,Tseung Kwan O,,,
3984,2002,12-14,Wong Tai Sin,,,
3985,2002,12-13,Wong Tai Sin,,,
3986,2002,12-10,Tuen Mun,,,
3987,2002,12-09,Wong Tai Sin,,,
3988,2002,12-09,Shatin,,,
3989,2002,12-02,Tsim Sha Tsui,,,
3990,2002,12-02,Lam Tin,,,
3991,2002,12-01,Ho Man Tin,,,
3992,2002,12-01,Kwai Chung,,,
3993,2002,12-01,Tuen Mun,,,
3994,2002,11-29,Fanling,,,
3995,2002,11-28,Tuen Mun,,,
3996,2002,11-28,Tuen Mun,,,
3997,2002,11-26,Yuen Long,,,
3998,2002,11-24,Tseung Kwan O,,,
3999,2002,11-20,Shau Kei Wan,,,
4000,2002,11-19,Tai Kok Tsui,,,
4001,2002,11-19,Shatin,,,
4002,2002,11-16,Lam Tin,,,
4003,2002,11-16,Lam Tin,,,
4004,2002,11-14,To Kwa Wan,,,
4005,2002,11-14,Kwai Chung,,,
4006,2002,11-12,Tsuen Wan,,,
4007,2002,11-11,Tai Po,,,
4008,2002,11-04,Shau Kei Wan,,,
4009,2002,11-03,Shatin,,,
4010,2002,11-03,Fanling,,,
4011,2002,10-31,San Po Kong,,,
4012,2002,10-30,Wong Tai Sin,,,
4013,2002,10-28,Tin Shui Wai,,,
4014,2002,10-27,Sai Ying Pun,,,
4015,2002,10-27,Wong Tai Sin,,,
4016,2002,10-25,Tuen Mun,,,
4017,2002,10-23,To Kwa Wan,,,
4018,2002,10-23,Tsuen Wan,,,
4019,2002,10-22,Causeway Bay,,,
4020,2002,10-22,Kwai Chung,,,
4021,2002,10-21,Wong Tai Sin,,,
4022,2002,10-20,Tuen Mun,,,
4023,2002,10-19,Wong Tai Sin,"15/F Luen Wo Apartment 308, Electric Road",Luen Wo Apartment,Old female jumped off the building due to health problem
4024,2002,10-16,Tsing Yi,,,
4025,2002,10-14,Aberdeen,,,
4026,2002,10-14,Causeway Bay,,,
4027,2002,10-14,Tin Shui Wai,,,
4028,2002,10-13,Tin Shui Wai,,,
4029,2002,10-12,Tsuen Wan,,,
4030,2002,10-08,Kowloon Bay,30/F Block 3 Fu Ning Garden,Fu Ning Garden,Middle aged female jumped off the building
4031,2002,10-08,Tuen Mun,,,
4032,2002,10-06,Mid-Levels West,,,
4033,2002,10-04,Causeway Bay,,,
4034,2002,10-01,Shau Kei Wan,,,
4035,2002,09-30,Sham Shui Po,,,
4036,2002,09-24,Tuen Mun,,,
4037,2002,09-23,Siu Sai Wan,,,
4038,2002,09-21,Mid-Levels,,,
4039,2002,09-21,Tuen Mun,,,
4040,2002,09-19,Shek Kip Mei,,,
4041,2002,09-17,Tseung Kwan O,,,
4042,2002,09-13,Sai Wan,,,
4043,2002,09-12,Sai Wan,,,
4044,2002,09-09,Hung Hom,,,
4045,2002,09-02,Tsing Yi,,,
4046,2002,08-23,Tuen Mun,,,
4047,2002,08-23,Tuen Mun,,,
4048,2002,08-20,Sai Wan,,,
4049,2002,08-18,Sai Wan,,,
4050,2002,08-15,Ngau Tau Kok,"15/F Luen Wo Apartment 308, Electric Road",Luen Wo Apartment,Old female jumped off the building due to health problem
4051,2002,08-08,Jordan,,,
4052,2002,08-08,Tuen Mun,,,
4053,2002,08-06,Jordan,,,
4054,2002,08-04,Lam Tin,,,
4055,2002,08-01,Cheung Sha Wan,,,
4056,2002,08-01,Tai Po,,,
4057,2002,07-31,Tai Po,,,
4058,2002,07-29,Tuen Mun,,,
4059,2002,07-26,Lam Tin,,,
4060,2002,07-26,Tuen Mun,,,
4061,2002,07-26,Tuen Mun,,,
4062,2002,07-23,Wong Tai Sin,,,
4063,2002,07-22,Sheung Wan,,,
4064,2002,07-14,Sai Ying Pun,,,
4065,2002,07-14,Fanling,,,
4066,2002,07-13,Lam Tin,,,
4067,2002,07-09,Hung Hom,,,
4068,2002,07-08,To Kwa Wan,,,
4069,2002,07-03,Tin Shui Wai,,,
4070,2002,06-20,Tuen Mun,,,
4071,2002,06-18,Kowloon Bay,,,
4072,2002,06-13,Cheung Sha Wan,,,
4073,2002,06-11,Shau Kei Wan,,,
4074,2002,06-10,Sai Wan,30/F Block 3 Fu Ning Garden,Fu Ning Garden,Middle aged female jumped off the building
4075,2002,06-08,Choi Hung,,,
4076,2002,06-02,Ma On Shan,,,
4077,2002,06-02,Tuen Mun,,,
4078,2002,05-30,Kwun Tong,,,
4079,2002,05-29,Tsuen Wan,,,
4080,2002,05-27,Lam Tin,,,
4081,2002,05-26,Causeway Bay,,,
4082,2002,05-25,Tsim Sha Tsui,,,
4083,2002,05-25,Yuen Long,,,
4084,2002,05-22,Sai Wan Ho,,,
4085,2002,05-22,Heng Fa Chuen,,,
4086,2002,05-21,Kwun Tong,,,
4087,2002,05-21,Fanling,,,
4088,2002,05-20,Tai Po,,,
4089,2002,05-18,Tseung Kwan O,,,
4090,2002,05-17,Sham Shui Po,,,
4091,2002,05-16,Kowloon Bay,,,
4092,2002,05-15,Sheung Shui,,,
4093,2002,05-12,North Point,,,
4094,2002,05-12,Tin Shui Wai,,,
4095,2002,05-09,Tin Shui Wai,,,
4096,2002,04-27,Tin Shui Wai,,,
4097,2002,04-26,Shatin,,,
4098,2002,04-25,Sheung Wan,,,
4099,2002,04-24,Ngau Tau Kok,,,
4100,2002,04-23,Tai Wai,,,
4101,2002,04-21,Shek Kip Mei,,,
4102,2002,04-21,Tseung Kwan O,,,
4103,2002,04-20,Lam Tin,,,
4104,2002,04-20,Tsuen Wan,,,
4105,2002,04-19,Tuen Mun,,,
4106,2002,04-18,Tin Shui Wai,,,
4107,2002,04-17,Sai Wan,,,
4108,2002,04-17,Ngau Tau Kok,,,
4109,2002,04-17,Fanling,,,
4110,2002,04-15,Cheung Sha Wan,,,
4111,2002,04-15,Tuen Mun,,,
4112,2002,04-13,Wong Tai Sin,,,
4113,2002,04-13,Tsuen Wan,,,
4114,2002,04-13,Tin Shui Wai,,,
4115,2002,04-12,Shek Kip Mei,,,
4116,2002,04-09,To Kwa Wan,,,
4117,2002,04-07,To Kwa Wan,,,
4118,2002,04-07,Ma Tau Wai Road,,,
4119,2002,04-06,Sai Kung,,,
4120,2002,04-04,Wong Tai Sin,,,
4121,2002,04-04,Tin Shui Wai,,,
4122,2002,04-02,Mid-Levels,,,
4123,2002,04-01,Tsim Sha Tsui,,,
4124,2002,04-01,Yuen Long,,,
4125,2002,03-24,Kwun Tong,,,
4126,2002,03-24,Shatin,,,
4127,2002,03-23,Tsz Wan Shan,,,
4128,2002,03-21,Sai Wan,,,
4129,2002,03-20,Hung Hom,,,
4130,2002,03-20,Shatin,,,
4131,2002,03-19,To Kwa Wan,,,
4132,2002,03-18,Kwai Chung,,,
4133,2002,03-17,Cheung Chau,,,
4134,2002,03-14,Wan Chai,,,
4135,2002,03-14,Cheung Sha Wan,,,
4136,2002,03-10,Tseung Kwan O,,,
4137,2002,03-10,Shatin,"15/F Luen Wo Apartment 308, Electric Road",Luen Wo Apartment,Old female jumped off the building due to health problem
4138,2002,03-08,Shek Kip Mei,,,
4139,2002,03-08,Fanling,,,
4140,2002,03-04,Tseung Kwan O,,,
4141,2002,03-01,Tin Shui Wai,,,
4142,2002,02-27,Hung Hom,,,
4143,2002,02-27,Tai Po,,,
4144,2002,02-26,Ma On Shan,,,
4145,2002,02-24,Cheung Sha Wan,,,
4146,2002,02-22,Lam Tin,,,
4147,2002,02-20,Shatin,,,
4148,2002,02-18,Lam Tin,,,
4149,2002,02-18,Yuen Long,,,
4150,2002,02-17,Tuen Mun,,,
4151,2002,02-14,Kwun Tong,,,
4152,2002,02-13,Ngau Chi Wan,20/F Tsui Mei House Tsui Ping Estate,Tsui Ping Estate,Male victim jumped off the building
4153,2002,02-11,Sheung Shui,,,
4154,2002,02-11,Sheung Shui,,,
4155,2002,02-10,To Kwa Wan,,,
4156,2002,02-03,Tsing Yi,,,
4157,2002,02-02,Wang Tau Hom,,,
4158,2002,01-31,Ho Man Tin,,,
4159,2002,01-31,Cheung Sha Wan,,,
4160,2002,01-30,North Point,,,
4161,2002,01-30,North Point,,,
4162,2002,01-29,Mei Foo,Sau Yuen House Chuk Yuen South estate,Chuk Yuen South Estate,Old male jumped off the building due to health problem
4163,2002,01-28,Kowloon Bay,,,
4164,2002,01-28,Tai Wai,,,
4165,2002,01-27,Kwun Tong,,,
4166,2002,01-26,Siu Sai Wan,,,
4167,2002,01-22,Tin Shui Wai,,,
4168,2002,01-21,Ho Man Tin,,,
4169,2002,01-21,Lai Chi Kok,,,
4170,2002,01-21,Cheung Sha Wan,,,
4171,2002,01-18,Fanling,,,
4172,2002,01-18,Sheung Shui,,,
4173,2002,01-15,Tai Po,,,
4174,2002,01-14,Kwai Fong,,,
4175,2002,01-12,Wong Tai Sin,,,
4176,2002,01-12,Wong Tai Sin,,,
4177,2002,01-12,Tuen Mun,,,
4178,2002,01-08,Kwun Tong,,,
4179,2002,01-07,Kowloon Tong,,,
4180,2002,01-07,Kwun Tong,,,
4181,2002,01-06,Causeway Bay,,,
4182,2002,01-06,Sheung Wan,,,
4183,2002,01-06,Jordan,,,
4184,2002,01-01,Cheung Sha Wan,,,
4185,2002,01-01,Yuen Long,,,
4186,2001,12-27,Wong Tai Sin,,,
4187,2001,12-27,Tin Shui Wai,,,
4188,2001,12-26,Sai Wan Ho,,,
4189,2001,12-26,To Kwa Wan,,,
4190,2001,12-26,Ma Tau Wai Road,,,
4191,2001,12-23,Quarry Bay,,,
4192,2001,12-23,Sham Shui Po,,,
4193,2001,12-23,Sham Shui Po,,,
4194,2001,12-23,Wong Tai Sin,,,
4195,2001,12-23,Lam Tin,,,
4196,2001,12-23,Tsuen Wan,,,
4197,2001,12-22,Quarry Bay,,,
4198,2001,12-22,Tai Kok Tsui,,,
4199,2001,12-22,Shek Kip Mei,,,
4200,2001,12-20,Tseung Kwan O,,,
4201,2001,12-19,Diamond Hill,,,
4202,2001,12-18,Lam Tin,,,
4203,2001,12-15,Ap Lei Chau,,,
4204,2001,12-14,Tuen Mun,,,
4205,2001,12-12,Hung Hom,,,
4206,2001,12-07,Shau Kei Wan,,,
4207,2001,12-07,Hung Hom,,,
4208,2001,12-03,Lam Tin,,,
4209,2001,11-30,Cheung Sha Wan,,,
4210,2001,11-28,Shek Kip Mei,,,
4211,2001,11-26,Tai Po,,,
4212,2001,11-26,Tuen Mun,,,
4213,2001,11-23,Tsuen Wan,,,
4214,2001,11-16,Tai Po,,,
4215,2001,11-15,Yau Ma Tei,,,
4216,2001,11-09,Tsuen Wan,,,
4217,2001,11-07,Shau Kei Wan,,,
4218,2001,11-04,Tseung Kwan O,,,
4219,2001,10-29,North Point,,,
4220,2001,10-19,Wong Tai Sin,,,
4221,2001,10-14,Wong Tai Sin,,,
4222,2001,10-13,Tai Po,,,
4223,2001,10-12,Shatin,,,
4224,2001,10-08,Shau Kei Wan,,,
4225,2001,10-04,Tuen Mun,,,
4226,2001,10-03,Wan Chai,,,
4227,2001,10-02,Tin Shui Wai,,,
4228,2001,09-28,Wang Tau Hom,,,
4229,2001,09-25,Ngau Tau Kok,,,
4230,2001,09-22,Wan Chai,,,
4231,2001,09-21,Shau Kei Wan,,,
4232,2001,09-19,Kwun Tong,,,
4233,2001,09-19,Tai Po,,,
4234,2001,09-14,Sai Kung,,,
4235,2001,09-14,Sai Kung,,,
4236,2001,09-12,Ma On Shan,,,
4237,2001,09-11,Tsuen Wan,,,
4238,2001,09-10,Choi Hung,,,
4239,2001,09-09,Tuen Mun,,,
4240,2001,09-05,Tuen Mun,,,
4241,2001,09-05,Tin Shui Wai,,,
4242,2001,09-05,Tin Shui Wai,,,
4243,2001,09-04,Yau Yat Chuen,,,
4244,2001,09-04,Shatin,,,
4245,2001,09-04,Tai Wai,,,
4246,2001,09-03,Tin Shui Wai,,,
4247,2001,09-02,Quarry Bay,,,
4248,2001,08-31,Shek Kip Mei,,,
4249,2001,08-28,Tsuen Wan,,,
4250,2001,08-28,Tsuen Wan,,,
4251,2001,08-24,Ngau Tau Kok,,,
4252,2001,08-23,To Kwa Wan,,,
4253,2001,08-22,Lai Chi Kok,,,
4254,2001,08-20,Tseung Kwan O,,,
4255,2001,08-17,Mong Kok,,,
4256,2001,08-16,Wan Chai,,,
4257,2001,08-15,Kwai Chung,,,
4258,2001,08-12,Wong Tai Sin,,,
4259,2001,08-11,Tai Wo,,,
4260,2001,08-10,Tai Po,,,
4261,2001,08-08,Mei Foo,,,
4262,2001,08-07,Tseung Kwan O,,,
4263,2001,08-01,Tin Shui Wai,,,
4264,2001,07-31,Sheung Shui,,,
4265,2001,07-26,Tseung Kwan O,,,
4266,2001,07-21,To Kwa Wan,,,
4267,2001,07-17,Shau Kei Wan,,,
4268,2001,07-09,Tsuen Wan,,,
4269,2001,07-06,Yau Ma Tei,,,
4270,2001,07-01,Tai Po,,,
4271,2001,06-30,Shek Kip Mei,,,
4272,2001,06-30,Shek Kip Mei,,,
4273,2001,06-26,Hung Hom,,,
4274,2001,06-25,Tin Shui Wai,,,
4275,2001,06-24,Tuen Mun,,,
4276,2001,06-21,Cheung Chau,,,
4277,2001,06-20,San Po Kong,,,
4278,2001,06-19,Tsing Yi,,,
4279,2001,06-19,Tsuen Wan,,,
4280,2001,06-16,Cheung Sha Wan,,,
4281,2001,06-13,Cheung Sha Wan,,,
4282,2001,06-13,Tseung Kwan O,,,
4283,2001,06-12,Yuen Long,,,
4284,2001,06-11,Ap Lei Chau,,,
4285,2001,05-30,North Point,,,
4286,2001,05-30,North Point,,,
4287,2001,05-27,Prince Edward,,,
4288,2001,05-25,Mid-Levels,,,
4289,2001,05-24,Shek Kip Mei,,,
4290,2001,05-23,Cheung Sha Wan,,,
4291,2001,05-21,North Point,,,
4292,2001,05-21,Tuen Mun,,,
4293,2001,05-21,Yuen Long,,,
4294,2001,05-21,Cheung Chau,,,
4295,2001,05-20,Wong Tai Sin,,,
4296,2001,05-15,Ngau Tau Kok,,,
4297,2001,05-14,Sham Shui Po,,,
4298,2001,05-14,Ngau Tau Kok,,,
4299,2001,05-14,Tai Po,,,
4300,2001,05-14,Tuen Mun,,,
4301,2001,05-13,Cheung Chau,,,
4302,2001,05-12,Yau Ma Tei,,,
4303,2001,05-10,North Point,,,
4304,2001,05-09,Siu Sai Wan,,,
4305,2001,05-08,Tsuen Wan,,,
4306,2001,05-08,Tuen Mun,,,
4307,2001,05-06,Quarry Bay,,,
4308,2001,05-06,Tuen Mun,,,
4309,2001,05-03,Tsuen Wan,,,
4310,2001,04-25,Tuen Mun,,,
4311,2001,04-24,Tuen Mun,,,
4312,2001,04-22,Cheung Sha Wan,,,
4313,2001,04-20,Tsuen Wan,,,
4314,2001,04-19,Tuen Mun,,,
4315,2001,04-16,Shatin,,,
4316,2001,04-10,Shatin,,,
4317,2001,04-08,Yau Ma Tei,,,
4318,2001,04-07,Yau Ma Tei,,,
4319,2001,04-04,Aberdeen,,,
4320,2001,04-04,Cheung Sha Wan,,,
4321,2001,04-04,Kwun Tong,,,
4322,2001,04-03,Tseung Kwan O,,,
4323,2001,04-01,North Point,,,
4324,2001,03-31,Aberdeen,,,
4325,2001,03-29,Shek Kip Mei,,,
4326,2001,03-27,North Point,30/F Block 3 Fu Ning Garden,Fu Ning Garden,Middle aged female jumped off the building
4327,2001,03-19,Shouson Hill,,,
4328,2001,03-19,Tuen Mun,,,
4329,2001,03-14,Jordan,,,
4330,2001,03-11,Tin Shui Wai,,,
4331,2001,03-10,Hung Hom,,,
4332,2001,03-08,Wong Tai Sin,,,
4333,2001,03-07,Cheung Chau,,,
4334,2001,03-06,Tai Kok Tsui,,,
4335,2001,03-05,Yau Ma Tei,,,
4336,2001,03-04,Tsuen Wan,,,
4337,2001,03-03,Yau Ma Tei,,,
4338,2001,03-03,Hung Hom,,,
4339,2001,03-01,Ma On Shan,,,
4340,2001,03-01,Tuen Mun,,,
4341,2001,02-23,Sham Shui Po,,,
4342,2001,02-23,Tuen Mun,,,
4343,2001,02-22,Tai Kok Tsui,,,
4344,2001,02-22,Tuen Mun,,,
4345,2001,02-21,Tin Shui Wai,,,
4346,2001,02-14,Shatin,,,
4347,2001,02-12,Shek Kip Mei,,,
4348,2001,02-11,Jordan,,,
4349,2001,02-11,Tuen Mun,,,
4350,2001,02-06,Tai Hang,,,
4351,2001,02-06,Kwun Tong,,,
4352,2001,02-04,Sham Shui Po,,,
4353,2001,02-04,Sheung Shui,,,
4354,2001,02-01,Wan Chai,,,
4355,2001,02-01,Tuen Mun,,,
4356,2001,01-31,Taikoo Shing,,,
4357,2001,01-31,Mong Kok,,,
4358,2001,01-29,Kowloon Bay,,,
4359,2001,01-28,Tai Kok Tsui,,,
4360,2001,01-27,Sheung Wan,,,
4361,2001,01-27,Tseung Kwan O,,,
4362,2001,01-27,Shatin,,,
4363,2001,01-26,Sham Shui Po,,,
4364,2001,01-25,Tsuen Wan,,,
4365,2001,01-24,Wong Tai Sin,,,
4366,2001,01-21,Wan Chai,,,
4367,2001,01-19,Mei Foo,,,
4368,2001,01-17,Yuen Long,,,
4369,2001,01-14,Wan Chai,,,
4370,2001,01-13,Tsim Sha Tsui,,,
4371,2001,01-11,Tuen Mun,,,
4372,2001,01-09,Tuen Mun,,,
4373,2001,01-08,Yuen Long,,,
4374,2001,01-05,Tseung Kwan O,,,
4375,2001,01-05,Cheung Chau,,,
4376,2001,01-02,Mei Foo,,,
4377,2001,01-02,Mei Foo,,,
4378,2001,01-02,Tuen Mun,,,
4379,2001,01-02,Tuen Mun,,,
4380,2000,12-31,Ngau Tau Kok,,,
4381,2000,12-30,Aberdeen,,,
4382,2000,12-29,Tai Po,,,
4383,2000,12-28,Cheung Sha Wan,,,
4384,2000,12-26,Tsim Sha Tsui,,,
4385,2000,12-26,Tai Wai,,,
4386,2000,12-25,Kwun Tong,,,
4387,2000,12-25,Ngau Tau Kok,,,
4388,2000,12-25,Tseung Kwan O,,,
4389,2000,12-24,Tin Shui Wai,,,
4390,2000,12-23,Tai Wai,,,
4391,2000,12-19,Tai Po,,,
4392,2000,12-13,Wong Tai Sin,,,
4393,2000,12-11,Yuen Long,,,
4394,2000,12-10,Ap Lei Chau,,,
4395,2000,12-10,Causeway Bay,,,
4396,2000,12-10,Mei Foo,,,
4397,2000,12-09,Shau Kei Wan,,,
4398,2000,12-09,Tuen Mun,,,
4399,2000,12-07,Tai Wai,,,
4400,2000,12-06,Tin Shui Wai,,,
4401,2000,12-05,Tuen Mun,,,
4402,2000,12-01,Ho Man Tin,,,
4403,2000,11-30,Sai Wan Ho,,,
4404,2000,11-29,Lam Tin,,,
4405,2000,11-27,Kwai Chung,,,
4406,2000,11-26,Mui Wo,,,
4407,2000,11-23,Heng Fa Chuen,,,
4408,2000,11-23,Tsuen Wan,,,
4409,2000,11-18,Mid-Levels,,,
4410,2000,11-18,Kwun Tong,,,
4411,2000,11-16,Tuen Mun,,,
4412,2000,11-15,Tseung Kwan O,,,
4413,2000,11-11,Tuen Mun,,,
4414,2000,11-07,Tsing Yi,,,
4415,2000,11-07,Tsuen Wan,,,
4416,2000,11-04,Shek Kip Mei,,,
4417,2000,11-03,Kowloon Tong,,,
4418,2000,10-29,North Point,,,
4419,2000,10-25,Yuen Long,,,
4420,2000,10-20,Pok Fu Lam,,,
4421,2000,10-20,Aberdeen,,,
4422,2000,10-19,Quarry Bay,,,
4423,2000,10-14,Tai Tam,,,
4424,2000,10-11,Tuen Mun,,,
4425,2000,10-07,Causeway Bay,,,
4426,2000,09-25,Quarry Bay,,,
4427,2000,09-24,Shek Kip Mei,,,
4428,2000,09-23,Shatin,,,
4429,2000,09-20,Wong Tai Sin,,,
4430,2000,09-17,Tseung Kwan O,,,
4431,2000,09-13,Shau Kei Wan,,,
4432,2000,09-04,Ma On Shan,,,
4433,2000,09-03,San Po Kong,,,
4434,2000,09-02,Tuen Mun,,,
4435,2000,09-02,Mui Wo,,,
4436,2000,08-30,Sau Mau Ping,,,
4437,2000,08-30,Lam Tin,,,
4438,2000,08-28,Tsuen Wan,,,
4439,2000,08-28,Cheung Chau,,,
4440,2000,08-21,Yuen Long,,,
4441,2000,08-17,Lam Tin,,,
4442,2000,08-16,Lam Tin,,,
4443,2000,08-01,Lok Fu,,,
4444,2000,07-31,Tai Po,,,
4445,2000,07-30,Cheung Chau,Wan Hang House Wan Tau Tong Estate,Wan Tau Tong Estate,Male burnt charcoal at home
4446,2000,07-27,Hung Hom,,,
4447,2000,07-27,Yau Yat Chuen,,,
4448,2000,07-23,Shatin,,,
4449,2000,07-19,Yau Ma Tei,,,
4450,2000,07-18,Wang Tau Hom,,,
4451,2000,07-08,Ma On Shan,,,
4452,2000,07-06,North Point,,,
4453,2000,07-02,Wong Tai Sin,,,
4454,2000,07-02,Shatin,,,
4455,2000,07-02,Shatin,,,
4456,2000,07-02,Shatin,,,
4457,2000,07-02,Shatin,,,
4458,2000,07-02,Tai Wai,,,
4459,2000,07-01,Tuen Mun,,,
4460,2000,06-28,Ngau Tau Kok,,,
4461,2000,06-27,Tseung Kwan O,,,
4462,2000,06-25,Tuen Mun,,,
4463,2000,06-22,Wong Tai Sin,,,
4464,2000,06-21,Tuen Mun,,,
4465,2000,06-18,Tsing Yi,,,
4466,2000,06-17,Wong Tai Sin,,,
4467,2000,06-15,Tai Wai,,,
4468,2000,06-15,Tuen Mun,,,
4469,2000,06-15,Yuen Long,,,
4470,2000,06-15,Tin Shui Wai,,,
4471,2000,06-13,Wan Chai,,,
4472,2000,06-12,Tuen Mun,,,
4473,2000,06-11,Tuen Mun,,,
4474,2000,06-08,Cheung Sha Wan,,,
4475,2000,06-08,Tai Po,,,
4476,2000,06-08,Tuen Mun,,,
4477,2000,06-07,Tuen Mun,,,
4478,2000,06-06,Ap Lei Chau,,,
4479,2000,06-06,Jordan,,,
4480,2000,06-05,Chai Wan,,,
4481,2000,06-02,Fanling,,,
4482,2000,06-02,Tuen Mun,,,
4483,2000,05-31,Shek Kip Mei,,,
4484,2000,05-31,Tuen Mun,,,
4485,2000,05-30,Shek Kip Mei,,,
4486,2000,05-30,Tuen Mun,,,
4487,2000,05-24,Quarry Bay,,,
4488,2000,05-24,Kwun Tong,,,
4489,2000,05-22,Yuen Long,,,
4490,2000,05-19,Tai Wai,,,
4491,2000,05-19,Fanling,,,
4492,2000,05-13,Tsing Yi,,,
4493,2000,05-13,Tin Shui Wai,,,
4494,2000,05-13,Mui Wo,,,
4495,2000,05-11,Kwai Chung,,,
4496,2000,05-10,Ngau Tau Kok,,,
4497,2000,05-08,Ngau Tau Kok,,,
4498,2000,05-02,Tsim Sha Tsui,,,
4499,2000,05-02,To Kwa Wan,,,
4500,2000,05-02,Wong Tai Sin,,,
4501,2000,05-01,Yau Ma Tei,,,
4502,2000,05-01,Kowloon City,,,
4503,2000,05-01,Tai Wo,,,
4504,2000,05-01,Kwai Chung,,,
4505,2000,04-24,Ap Lei Chau,,,
4506,2000,04-23,Mong Kok,,,
4507,2000,04-16,Tuen Mun,,,
4508,2000,04-15,Kowloon Bay,,,
4509,2000,04-11,Kwai Chung,,,
4510,2000,04-06,Yuen Long,,,
4511,2000,04-05,Shau Kei Wan,,,
4512,2000,04-04,Shau Kei Wan,,,
4513,2000,04-04,Lam Tin,,,
4514,2000,04-02,Sai Wan,,,
4515,2000,04-02,Tai Wo,Block 8 Heng Fa Chuen,Heng Fa Chuen,Male fell off from building
4516,2000,03-30,Tai Po,,,
4517,2000,03-25,Kowloon Bay,,,
4518,2000,03-23,Ngau Chi Wan,,,
4519,2000,03-20,Tuen Mun,,,
4520,2000,03-17,Aberdeen,,,
4521,2000,03-17,Happy Valley,,,
4522,2000,03-14,Central,,,
4523,2000,03-13,Tai Po,,,
4524,2000,03-13,Kwai Chung,,,
4525,2000,03-11,Tuen Mun,,,
4526,2000,03-08,Kwai Chung,,,
4527,2000,03-05,Tseung Kwan O,,,
4528,2000,03-05,Shatin,,,
